2.51798e-02 3.12742e-02 3.73687e-02 4.34631e-02 4.95576e-02 5.56521e-02 6.17465e-02 6.78410e-02 7.39355e-02 8.00299e-02 8.61244e-02 9.22189e-02 9.83133e-02 1.04408e-01 1.10502e-01 1.16597e-01 1.22691e-01 1.28786e-01 1.34880e-01 1.40975e-01 1.47069e-01 1.53163e-01 1.59258e-01 1.65352e-01 1.71447e-01 1.77541e-01 1.83636e-01 1.89730e-01 1.95825e-01 2.01919e-01 2.08014e-01 2.14108e-01 2.20203e-01 2.26297e-01 2.32392e-01 2.38486e-01 2.44580e-01 2.50675e-01 2.56769e-01 2.62864e-01 2.68958e-01 2.75053e-01 2.81147e-01 2.87242e-01 2.93336e-01 2.99431e-01 3.05525e-01 3.11620e-01 3.17714e-01 3.53201e-01 4.24640e-01 5.10530e-01 6.13792e-01 7.37941e-01 8.87200e-01 1.06665e+00 1.28239e+00 1.54178e+00 1.85362e+00 2.22854e+00 2.67930e+00 3.22123e+00 3.87277e+00 4.65609e+00 5.59785e+00 6.73010e+00 8.09136e+00 9.72795e+00 1.16956e+01 1.40612e+01 1.69052e+01 2.03246e+01 2.44355e+01 2.93779e+01 3.53201e+01 4.24640e+01 5.10530e+01 6.13792e+01 7.37941e+01 8.87200e+01 1.06665e+02 1.28239e+02 1.54178e+02 1.85362e+02 2.22854e+02 2.67930e+02 3.22123e+02 3.87277e+02 4.65609e+02 5.59785e+02 6.73010e+02 8.09136e+02 9.72795e+02 1.16956e+03 1.40612e+03 1.69052e+03 2.03246e+03 2.44355e+03 2.93779e+03
nan 9.86031e-01 9.88652e-01 9.90328e-01 9.91604e-01 9.92535e-01 9.93284e-01 9.93865e-01 9.94351e-01 9.94742e-01 9.95080e-01 9.95359e-01 9.95606e-01 9.95813e-01 9.96000e-01 9.96160e-01 9.96306e-01 9.96431e-01 9.96548e-01 9.96650e-01 9.96745e-01 9.96828e-01 9.96908e-01 9.96977e-01 9.97044e-01 9.97103e-01 9.97159e-01 9.97210e-01 9.97259e-01 9.97302e-01 9.97345e-01 9.97383e-01 9.97420e-01 9.97453e-01 9.97486e-01 9.97516e-01 9.97545e-01 9.97572e-01 9.97598e-01 9.97621e-01 9.97645e-01 9.97666e-01 9.97688e-01 9.97707e-01 9.97726e-01 9.97744e-01 9.97762e-01 9.97778e-01 9.97794e-01 9.97808e-01 9.97474e-01 9.95495e-01 9.94458e-01 9.93193e-01 9.92501e-01 9.91581e-01 9.90961e-01 9.90209e-01 9.89919e-01 9.89836e-01 9.90161e-01 9.90491e-01 9.90977e-01 9.91387e-01 9.91846e-01 9.92233e-01 9.92636e-01 9.92998e-01 9.93372e-01 9.93735e-01 9.94110e-01 9.94488e-01 9.94873e-01 9.95258e-01 9.95634e-01 9.95998e-01 9.96338e-01 9.96653e-01 9.96933e-01 9.97182e-01 9.97395e-01 9.97577e-01 9.97729e-01 9.97856e-01 9.97959e-01 9.98044e-01 9.98111e-01 9.98166e-01 9.98210e-01 9.98245e-01 9.98273e-01 9.98295e-01 9.98312e-01 9.98326e-01 9.98337e-01 9.98346e-01 9.98353e-01 9.98358e-01 9.98362e-01
4.18037e-03 5.19218e-03 6.20399e-03 7.21579e-03 8.22760e-03 9.23941e-03 1.02512e-02 1.12630e-02 1.22748e-02 1.32866e-02 1.42985e-02 1.53103e-02 1.63221e-02 1.73339e-02 1.83457e-02 1.93575e-02 2.03693e-02 2.13811e-02 2.23929e-02 2.34047e-02 2.44165e-02 2.54284e-02 2.64402e-02 2.74520e-02 2.84638e-02 2.94756e-02 3.04874e-02 3.14992e-02 3.25110e-02 3.35228e-02 3.45346e-02 3.55464e-02 3.65583e-02 3.75701e-02 3.85819e-02 3.95937e-02 4.06055e-02 4.16173e-02 4.26291e-02 4.36409e-02 4.46527e-02 4.56645e-02 4.66763e-02 4.76881e-02 4.87000e-02 4.97118e-02 5.07236e-02 5.17354e-02 5.27472e-02 5.86387e-02 7.04992e-02 8.47587e-02 1.01902e-01 1.22514e-01 1.47294e-01 1.77086e-01 2.12904e-01 2.55967e-01 3.07740e-01 3.69985e-01 4.44820e-01 5.34791e-01 6.42961e-01 7.73009e-01 9.29361e-01 1.11734e+00 1.34334e+00 1.61504e+00 1.94171e+00 2.33445e+00 2.80662e+00 3.37430e+00 4.05681e+00 4.87735e+00 5.86387e+00 7.04992e+00 8.47587e+00 1.01902e+01 1.22514e+01 1.47294e+01 1.77086e+01 2.12904e+01 2.55967e+01 3.07740e+01 3.69985e+01 4.44820e+01 5.34791e+01 6.42961e+01 7.73009e+01 9.29361e+01 1.11734e+02 1.34334e+02 1.61504e+02 1.94171e+02 2.33445e+02 2.80662e+02 3.37430e+02 4.05681e+02 4.87735e+02
nan 1.03440e+00 8.56682e-01 8.04875e-01 7.33294e-01 6.84015e-01 6.35247e-01 6.09479e-01 5.92993e-01 5.85767e-01 5.73334e-01 5.44721e-01 5.28094e-01 5.10329e-01 5.00968e-01 4.89294e-01 4.83378e-01 4.74937e-01 4.70811e-01 4.64340e-01 4.61280e-01 4.56073e-01 4.53656e-01 4.49333e-01 4.47366e-01 4.43707e-01 4.42076e-01 4.38932e-01 4.37546e-01 4.34795e-01 4.33582e-01 4.31128e-01 4.30031e-01 4.27793e-01 4.26751e-01 4.24653e-01 4.23626e-01 4.21629e-01 4.20608e-01 4.18697e-01 4.17675e-01 4.15826e-01 4.14788e-01 4.12990e-01 4.11957e-01 4.10247e-01 4.09273e-01 4.07687e-01 4.06798e-01 4.05358e-01 4.00548e-01 3.94671e-01 3.89373e-01 3.82798e-01 3.76426e-01 3.73693e-01 3.76411e-01 3.87312e-01 4.07884e-01 4.39943e-01 4.83787e-01 5.38829e-01 6.01340e-01 6.60040e-01 7.11388e-01 7.46944e-01 7.38593e-01 6.87235e-01 6.77640e-01 6.64310e-01 6.76462e-01 6.79794e-01 6.99226e-01 7.11741e-01 7.35090e-01 7.53271e-01 7.77171e-01 7.98628e-01 8.23561e-01 8.46686e-01 8.70292e-01 8.91913e-01 9.12168e-01 9.29762e-01 9.45305e-01 9.58606e-01 9.69407e-01 9.77729e-01 9.84083e-01 9.89000e-01 9.92744e-01 9.95569e-01 9.97638e-01 9.99143e-01 1.00021e+00 1.00096e+00 1.00148e+00 1.00184e+00 1.00213e+00
2.12366e-03 2.63767e-03 3.15168e-03 3.66569e-03 4.17969e-03 4.69370e-03 5.20771e-03 5.72172e-03 6.23572e-03 6.74973e-03 7.26374e-03 7.77775e-03 8.29175e-03 8.80576e-03 9.31977e-03 9.83378e-03 1.03478e-02 1.08618e-02 1.13758e-02 1.18898e-02 1.24038e-02 1.29178e-02 1.34318e-02 1.39458e-02 1.44598e-02 1.49739e-02 1.54879e-02 1.60019e-02 1.65159e-02 1.70299e-02 1.75439e-02 1.80579e-02 1.85719e-02 1.90859e-02 1.95999e-02 2.01139e-02 2.06279e-02 2.11419e-02 2.16560e-02 2.21700e-02 2.26840e-02 2.31980e-02 2.37120e-02 2.42260e-02 2.47400e-02 2.52540e-02 2.57680e-02 2.62820e-02 2.67960e-02 2.97890e-02 3.58142e-02 4.30582e-02 5.17673e-02 6.22380e-02 7.48265e-02 8.99612e-02 1.08157e-01 1.30034e-01 1.56335e-01 1.87956e-01 2.25972e-01 2.71679e-01 3.26630e-01 3.92695e-01 4.72123e-01 5.67617e-01 6.82426e-01 8.20456e-01 9.86405e-01 1.18592e+00 1.42579e+00 1.71418e+00 2.06089e+00 2.47774e+00 2.97890e+00 3.58142e+00 4.30582e+00 5.17673e+00 6.22380e+00 7.48265e+00 8.99612e+00 1.08157e+01 1.30034e+01 1.56335e+01 1.87956e+01 2.25972e+01 2.71679e+01 3.26630e+01 3.92695e+01 4.72123e+01 5.67617e+01 6.82426e+01 8.20456e+01 9.86405e+01 1.18592e+02 1.42579e+02 1.71418e+02 2.06089e+02 2.47774e+02
nan 1.83341e+00 1.43608e+00 1.27412e+00 1.13092e+00 1.02896e+00 9.48047e-01 9.02950e-01 8.67109e-01 8.45177e-01 8.17538e-01 7.96941e-01 7.76135e-01 7.62008e-01 7.46932e-01 7.36123e-01 7.23904e-01 7.14960e-01 7.04860e-01 6.97652e-01 6.89601e-01 6.83954e-01 6.77503e-01 6.73002e-01 6.67719e-01 6.64054e-01 6.59650e-01 6.56618e-01 6.52901e-01 6.50366e-01 6.47198e-01 6.45049e-01 6.42301e-01 6.40439e-01 6.38017e-01 6.36380e-01 6.34225e-01 6.32771e-01 6.30836e-01 6.29530e-01 6.27772e-01 6.26579e-01 6.24963e-01 6.23855e-01 6.22352e-01 6.21314e-01 6.19910e-01 6.18940e-01 6.17633e-01 6.16749e-01 6.11855e-01 6.05959e-01 5.98159e-01 5.89298e-01 5.81433e-01 5.79483e-01 5.84837e-01 5.98981e-01 6.20086e-01 6.46201e-01 6.74558e-01 7.02208e-01 7.27622e-01 7.49538e-01 7.68642e-01 7.86540e-01 8.05384e-01 8.26852e-01 8.52291e-01 8.82369e-01 8.94761e-01 8.54252e-01 8.23347e-01 8.09062e-01 8.07085e-01 8.07850e-01 8.15097e-01 8.23118e-01 8.35653e-01 8.49405e-01 8.64001e-01 8.79793e-01 8.96894e-01 9.14063e-01 9.29918e-01 9.44537e-01 9.57641e-01 9.68996e-01 9.78052e-01 9.84978e-01 9.90125e-01 9.93962e-01 9.96740e-01 9.98695e-01 1.00002e+00 1.00087e+00 1.00137e+00 1.00168e+00 1.00192e+00
1.44985e-03 1.80077e-03 2.15169e-03 2.50261e-03 2.85353e-03 3.20445e-03 3.55537e-03 3.90629e-03 4.25721e-03 4.60813e-03 4.95905e-03 5.30997e-03 5.66089e-03 6.01181e-03 6.36273e-03 6.71365e-03 7.06457e-03 7.41549e-03 7.76641e-03 8.11733e-03 8.46825e-03 8.81917e-03 9.17009e-03 9.52101e-03 9.87193e-03 1.02229e-02 1.05738e-02 1.09247e-02 1.12756e-02 1.16265e-02 1.19775e-02 1.23284e-02 1.26793e-02 1.30302e-02 1.33811e-02 1.37321e-02 1.40830e-02 1.44339e-02 1.47848e-02 1.51357e-02 1.54867e-02 1.58376e-02 1.61885e-02 1.65394e-02 1.68903e-02 1.72413e-02 1.75922e-02 1.79431e-02 1.82940e-02 2.03373e-02 2.44508e-02 2.93964e-02 3.53422e-02 4.24907e-02 5.10851e-02 6.14178e-02 7.38404e-02 8.87757e-02 1.06732e-01 1.28320e-01 1.54274e-01 1.85479e-01 2.22994e-01 2.68098e-01 3.22325e-01 3.87520e-01 4.65901e-01 5.60137e-01 6.73432e-01 8.09644e-01 9.73406e-01 1.17029e+00 1.40700e+00 1.69159e+00 2.03373e+00 2.44508e+00 2.93964e+00 3.53422e+00 4.24907e+00 5.10851e+00 6.14178e+00 7.38404e+00 8.87757e+00 1.06732e+01 1.28320e+01 1.54274e+01 1.85479e+01 2.22994e+01 2.68098e+01 3.22325e+01 3.87520e+01 4.65901e+01 5.60137e+01 6.73432e+01 8.09644e+01 9.73406e+01 1.17029e+02 1.40700e+02 1.69159e+02
nan 2.57533e+00 2.28109e+00 2.04399e+00 1.84583e+00 1.70126e+00 1.57755e+00 1.48871e+00 1.40244e+00 1.31675e+00 1.24101e+00 1.17848e+00 1.12451e+00 1.08652e+00 1.05471e+00 1.03197e+00 1.01146e+00 9.96275e-01 9.81745e-01 9.70875e-01 9.60011e-01 9.51793e-01 9.43341e-01 9.36933e-01 9.30098e-01 9.24868e-01 9.19149e-01 9.14739e-01 9.09823e-01 9.05997e-01 9.01673e-01 8.98274e-01 8.94399e-01 8.91320e-01 8.87790e-01 8.84963e-01 8.81714e-01 8.79089e-01 8.76069e-01 8.73609e-01 8.70782e-01 8.68461e-01 8.65797e-01 8.63596e-01 8.61074e-01 8.58977e-01 8.56582e-01 8.54580e-01 8.52309e-01 8.50432e-01 8.40424e-01 8.24589e-01 8.04085e-01 7.81332e-01 7.59740e-01 7.42688e-01 7.29176e-01 7.18146e-01 7.08110e-01 6.98739e-01 6.90254e-01 6.83798e-01 6.80011e-01 6.80044e-01 6.84294e-01 6.93695e-01 7.08722e-01 7.29910e-01 7.57723e-01 7.91341e-01 8.28982e-01 8.69991e-01 9.14079e-01 9.20612e-01 8.66310e-01 8.60527e-01 8.48177e-01 8.60175e-01 8.60714e-01 8.78434e-01 8.86264e-01 9.04734e-01 9.13801e-01 9.31580e-01 9.44794e-01 9.58745e-01 9.69018e-01 9.79505e-01 9.87402e-01 9.93932e-01 9.98205e-01 1.00118e+00 1.00295e+00 1.00401e+00 1.00446e+00 1.00457e+00 1.00436e+00 1.00405e+00 1.00383e+00
1.13617e-03 1.41116e-03 1.68616e-03 1.96115e-03 2.23615e-03 2.51114e-03 2.78614e-03 3.06113e-03 3.33613e-03 3.61113e-03 3.88612e-03 4.16112e-03 4.43611e-03 4.71111e-03 4.98610e-03 5.26110e-03 5.53609e-03 5.81109e-03 6.08608e-03 6.36108e-03 6.63608e-03 6.91107e-03 7.18607e-03 7.46106e-03 7.73606e-03 8.01105e-03 8.28605e-03 8.56104e-03 8.83604e-03 9.11103e-03 9.38603e-03 9.66103e-03 9.93602e-03 1.02110e-02 1.04860e-02 1.07610e-02 1.10360e-02 1.13110e-02 1.15860e-02 1.18610e-02 1.21360e-02 1.24110e-02 1.26860e-02 1.29610e-02 1.32360e-02 1.35110e-02 1.37860e-02 1.40610e-02 1.43359e-02 1.59372e-02 1.91607e-02 2.30362e-02 2.76956e-02 3.32975e-02 4.00324e-02 4.81295e-02 5.78644e-02 6.95683e-02 8.36395e-02 1.00557e-01 1.20896e-01 1.45349e-01 1.74748e-01 2.10093e-01 2.52587e-01 3.03677e-01 3.65100e-01 4.38946e-01 5.27730e-01 6.34471e-01 7.62801e-01 9.17089e-01 1.10258e+00 1.32560e+00 1.59372e+00 1.91607e+00 2.30362e+00 2.76956e+00 3.32975e+00 4.00324e+00 4.81295e+00 5.78644e+00 6.95683e+00 8.36395e+00 1.00557e+01 1.20896e+01 1.45349e+01 1.74748e+01 2.10093e+01 2.52587e+01 3.03677e+01 3.65100e+01 4.38946e+01 5.27730e+01 6.34471e+01 7.62801e+01 9.17089e+01 1.10258e+02 1.32560e+02
nan 2.15734e+00 1.80568e+00 1.61432e+00 1.45888e+00 1.33548e+00 1.24375e+00 1.16445e+00 1.09841e+00 1.02270e+00 9.64546e-01 9.19454e-01 8.87897e-01 8.61243e-01 8.42438e-01 8.25860e-01 8.12996e-01 8.00450e-01 7.90810e-01 7.81663e-01 7.74827e-01 7.68121e-01 7.63055e-01 7.57730e-01 7.53609e-01 7.49139e-01 7.45637e-01 7.41794e-01 7.38758e-01 7.35366e-01 7.32654e-01 7.29602e-01 7.27134e-01 7.24342e-01 7.22059e-01 7.19474e-01 7.17341e-01 7.14930e-01 7.12926e-01 7.10663e-01 7.08768e-01 7.06633e-01 7.04831e-01 7.02804e-01 7.01080e-01 6.99148e-01 6.97494e-01 6.95652e-01 6.94076e-01 6.92352e-01 6.84702e-01 6.72556e-01 6.56758e-01 6.37744e-01 6.19090e-01 6.04402e-01 5.94059e-01 5.87746e-01 5.83889e-01 5.81273e-01 5.79448e-01 5.78882e-01 5.80384e-01 5.85419e-01 5.94857e-01 6.09869e-01 6.30793e-01 6.57748e-01 6.90598e-01 7.28228e-01 7.69455e-01 8.11762e-01 8.55288e-01 9.01238e-01 9.49063e-01 9.58333e-01 9.07635e-01 9.09612e-01 8.98808e-01 9.15348e-01 9.16418e-01 9.37023e-01 9.44213e-01 9.62362e-01 9.70936e-01 9.87446e-01 9.94478e-01 1.00395e+00 1.00865e+00 1.01362e+00 1.01545e+00 1.01648e+00 1.01590e+00 1.01499e+00 1.01351e+00 1.01202e+00 1.01042e+00 1.00893e+00 1.00781e+00
